"id";"doi";"title";"journal";"publication_year";"authors";"countries";"concepts";"type";"cited_by_count";"abstract_text";"status"
"W4414594686";"10.1016/j.eneco.2026.109213";"Price formation in a highly-renewable, sector-coupled energy system";"Energy Economics";2026;"Julian Geis; Fabian Neumann; Michael Lindner; Philipp Härtel; Tom Brown";"DE";"Economics; Flexibility (engineering); Bidding; Variable renewable energy; Renewable energy; Microeconomics";"article";5;"As variable renewable energy increases and more demand is electrified, we expect price formation in wholesale electricity markets to transition from being dominated by fossil fuel generators to being dominated by the opportunity costs of storage and demand management. In order to analyse this transition, we introduce a new method to investigate price formation based on a mapping from the dual variables of the energy system optimisation problem to the bids and asks of electricity suppliers and consumers. This allows us to build the full supply and demand curves in each hour. We use this method to analyse price formation in a sector-coupled, climate-neutral energy system model for Germany, PyPSA-DE, with high temporal resolution and myopic foresight in 5-year steps from 2020 until full decarbonisation in 2045. We find a clear transition from distinct price levels, corresponding to fossil fuels, to a smoother price curve set by variable renewable energy sources, batteries and electrolysis. Despite higher price volatility, the fully decarbonised system clears with non-zero prices in 75% of all hours. Our results suggest that flexibility and cross-sectoral demand bidding play a vital role in stabilising electricity prices in a climate-neutral future. These findings are highly relevant for guiding investment decisions and informing policy, particularly in support of dynamic pricing, the expansion of energy storage across multiple timescales, and the coordinated development of renewable and flexibility technologies. • Novel mapping of dual variables to bidding curves reveals market clearing dynamics. • Fossil-dominated price setting transitions to opportunity costs of storage and demand in decarbonized system. • Price duration curves evolve from stable price levels to less dominant price levels and smoother transitions. • Flexibility technologies and cross-sectoral demand bidding stabilize electricity prices. • Sector coupling reduces price volatility in climate-neutral energy systems.";"Incluido"
"W2510832929";"10.1016/j.est.2016.08.010";"Maximising the value of electricity storage";"Journal of Energy Storage";2016;"Iain Staffell; Mazda Rustomji";"GB";"Revenue; Arbitrage; Environmental economics; Futures studies; Electricity; Profit (economics)";"article";179;"Grid-scale energy storage promises to reduce the cost of decarbonising electricity, but is not yet economically viable. Either costs must fall, or revenue must be extracted from more of the services that storage provides the electricity system. To help understand the economic prospects for storage, we review the sources of revenue available and the barriers faced in accessing them. We then demonstrate a simple algorithm that maximises the profit from storage providing arbitrage with reserve under both perfect and no foresight, which avoids complex linear programming techniques. This is made open source and freely available to help promote further research. We demonstrate that battery systems in the UK could triple their profits by participating in the reserve market rather than just providing arbitrage. With no foresight of future prices, 75–95% of the optimal profits are gained. In addition, we model a battery combined with a 322 MW wind farm to evaluate the benefits of shifting time of delivery. The revenues currently available are not sufficient to justify the current investment costs for battery technologies, and so further revenue streams and cost reductions are required.";"Incluido"
"W2792100413";"10.1016/j.energy.2018.03.092";"Investment in the future electricity system - An agent-based modelling approach";"Energy";2018;"Oscar Kraan; Gert Jan Kramer; Igor Nikolić";"NL";"Electricity; Renewable energy; Energy transition; Electricity market; Investment decisions; Imperfect";"article";66;"Now that renewable technologies are both technically and commercially mature, the imperfect rational behaviour of investors becomes a critical factor in the future success of the energy transition. Here, we take an agent-based approach to model investor decision making in the electricity sector by modelling investors as actors with different (heterogeneous) anticipations of the future. With only a limited set of assumptions, this generic model replicates the dynamics of the liberalised electricity market of the last decades and points out dynamics that are to be expected as the energy transition progresses. Importantly, these dynamics are emergent properties of the evolving electricity system resulting from actor (investor) behaviour. We have experimented with varying carbon price scenarios and find that incorporating heterogeneous investor behaviour results in a large bandwidth of possible transition pathways, and that the depth of renewables penetration is correlated with the variability of their power generation pattern. Furthermore, a counter-intuitive trend was observed, namely that average profits of investors are seen to increase with carbon prices. These results are a vivid and generic illustration that outcome-based policy cannot be solely based on market instruments that rely on perfect rational and perfectly informed agents.";"Incluido"
"W2593512129";"10.5445/ir/1000065970";"Electricity market design options for promoting low carbon technologies";"Repository KITopen (Karlsruhe Institute of Technology)";2015;"Rupert Hartel; Dogan Keles; Wolf Fïchtner";NA;"Restructuring; Renewable energy; Electricity market; Cost of electricity by source; Industrial organization; Business";"book";4;"The increasing share of electricity production from renewables is achieved by political promotion strategies like feed-in tariffs, which foresee payments for renewables outside of the electricity market. Assuming a phase out of the existing promotion strategies, the question arises if other or additional market design options for promoting low carbon technologies are necessary. In this paper, we have made an assessment based on the literature to identify possible market designs that are focusing on the promotion of low carbon technologies. The discussed options for altering the current market design range from providing greater certainty for future carbon prices, over capacity mechanisms for conventional as well as for renewable energy to a complete restructuring of the market design. The study shows that there seems to be three main tendencies to promote low carbon technologies, namely existing EOM with market add-ons for low carbon technologies, a separate market for low carbon technologies or an overall single market based on levelized costs.";"Incluido"
"W3171638479";"10.1002/2050-7038.12950";"Island mode operation in intelligent microgrid—Extensive analysis of a case study";"International Transactions on Electrical Energy Systems";2021;"B. Hartmann; István Táczi; Attila Talamon; I. Vokony";"HU";"Microgrid; Islanding; Flexibility (engineering); Renewable energy; Reliability engineering; Smart grid";"article";8;"Arguably, the most important challenge nowadays in the energy industry is the utilization of intermittent renewable energy sources. On the one hand, renewable sources are the future in terms of sustainability. While on the other hand, several questions remain unanswered in connection with their day-to-day operation and system integration. Creating microgrids with local control of the distributed energy resources seems to offer solutions but there is a lack of practical experience. Especially in Europe, where a microgrid with islanding capability is connected to a widespread, synchronously operating grid, it is a complicated task, owing to the control methods. In this paper, the technical possibilities are presented, which are necessary to allow island mode operation of a microgrid. The case study discusses a “living lab” in which several energy generation technologies have been deployed thus it is a good representation of future renewable-based microgrids. To support the island operation, numerical calculations and simulations are used to determine power and energy needs of necessary flexibility measures. Basis of the calculations is the year-long data measured on-site. Sizing and operation modes for energy storage and demand-side resources and an architectural scheme are presented. Net present value for all technological options are compared to aid the selection of the best option. A sensitivity analysis is also performed to assess how potential change in various parameters of the economical calculation affect the results. It is shown that provision of uninterruptible power supply and thus island operation of the site can be provided within reasonable techno-economical limits.";"Incluido"
"W7131086772";"10.1016/j.nxener.2026.100532";"Cross-sector barriers and integrated solution pathways for solar, wind and hydropower energy systems";"Next Energy";2026;"Roya Eidi; Daniel Gilmour; M.Ehsan Jorat";"GB";"Software deployment; Renewable energy; Hydropower; Flexibility (engineering); Risk analysis (engineering); Environmental economics";"article";2;"Large-scale deployment of renewable energy systems is central to global decarbonisation strategies, yet integration at high penetration levels remains constrained by interacting technical, economic, infrastructural, and socio-regulatory barriers. Existing review studies typically examine these challenges in isolation or within single-technology silos, limiting system-level prioritisation across renewable technologies. This study presents a semi-systematic integrative review of recent literature (2020–2025) to develop a unified classification framework that links integration barriers with corresponding solution pathways across solar, wind, and hydropower systems. The proposed framework explicitly captures interactions between technical constraints (e.g., intermittency, grid stability, power quality), economic limitations (e.g., capital intensity, financing risk, market design), transportation and storage bottlenecks, and social–regulatory factors. A comparative severity-weighted heat-map is introduced to assess the relative impact of these barriers across technologies, enabling cross-sector prioritisation rather than technology-specific diagnosis. The review synthesises system-level solution pathways, including hybrid renewable configurations, sector-coupled integrated energy systems, advanced storage portfolios, Power-to-X routes, and green hydrogen as a long-duration flexibility vector. Techno-economic optimisation tools such as HOMER are critically assessed as screening-level instruments for hybrid system design, with explicit discussion of their applicability limits under high-renewable, network-constrained conditions. The findings suggest that effective renewable integration is increasingly dependent on the coordinated deployment of flexibility, cross-sector coupling, and coherent policy and market frameworks, rather than incremental technology-specific improvements. By aligning barrier severity with solution pathways across multiple renewable technologies, this review provides practical guidance for policymakers, system planners, and industry stakeholders seeking reliable and cost-effective pathways toward net-zero energy systems.";"Incluido"
"W2328460818";"10.1016/j.tej.2016.02.005";"Wholesale electricity market design with increasing levels of renewable generation: Revenue sufficiency and long-term reliability";"The Electricity Journal";2016;"Michael Milligan; Bethany Frew; Aaron Bloom; Erik Ela; Audun Botterud; Aaron Townsend; Todd Levin";"US";"Variable cost; Revenue; Environmental economics; Renewable energy; Electricity; Electricity market";"article";91;NA;"Incluido"
"W4405475750";"10.3390/en17246342";"Carbon Capture and Storage (CCS) Implementation as a Method of Reducing Emissions from Coal Thermal Power Plants in Poland";"Energies";2024;"Michał Kopacz; Dominika Matuszewska; Piotr Olczak";"PL";"Renewable energy; Electricity generation; Electricity; Energy mix; Environmental economics; Coal";"article";4;"The Polish economy, and especially the energy sector, is facing an energy transformation. For decades, most electricity in Poland has been generated from hard coal, but in recent years, renewable energy sources have been gaining an increasing share of the market. The aim of the energy transformation is to reduce the carbon footprint in electricity production, which translates into the decarbonization of the economy, including manufactured products. Currently (2024), increasing the share of renewable energy sources raises major challenges in terms of energy storage or other activities and forces cooperation with flexible sources of electricity generation. One of the challenges is to determine what a decarbonized energy mix in Poland could look like in 2050, in which there would be sources (with a smaller share of coal sources in the mix than currently) of electricity generation based on hard coal with CCS technology. In order to do this in an economically efficient manner, there are aspects related to the location of power plants that would remain in operation or repower current generating units. The added value of the study is the simulation approach to the analysis of the problem of assessing the effectiveness of CCS technology implementation together with the transport and storage infrastructure, as well as the multi-aspect scenario analysis, which can determine the limits of CCS technology effectiveness for a given power unit. Positive simulation results (NPV amounted to 147 million Euro) and the knowledge obtained in the scope of the correlated and simultaneous impact of many important cost factors and prices of CO2 emission allowances make this analysis and its results close to reality. Examples of analyses of the effectiveness of CCS system implementations known from the literature are most often limited to determining linear relationships of single explanatory variables with a specific forecasted variable, even if these are multifactor mathematical models.";"Incluido"
"W2502284235";"10.2172/1233695";"Electricity Market Manipulation: How Behavioral Modeling Can Help Market Design";NA;2015;"G. Gallo";"US";"Renewable energy; Electricity; Variable renewable energy; Electricity market; Electric power system; Set (abstract data type)";"report";2;"The question of how to best design electricity markets to integrate variable and uncertain renewable energy resources is becoming increasingly important as more renewable energy is added to electric power systems. Current markets were designed based on a set of assumptions that are not always valid in scenarios of high penetrations of renewables. In a future where renewables might have a larger impact on market mechanisms as well as financial outcomes, there is a need for modeling tools and power system modeling software that can provide policy makers and industry actors with more realistic representations of wholesale markets. One option includes using agent-based modeling frameworks. This paper discusses how key elements of current and future wholesale power markets can be modeled using an agent-based approach and how this approach may become a useful paradigm that researchers can employ when studying and planning for power systems of the future.";"Incluido"
"W3100048472";"10.4236/me.2017.84043";"Electricity Market Mechanism regarding the Operational Flexibility of Power Plants";"Modern Economy";2017;"Cem Kiyak; Andreas de Vries";"DE";"Electricity market; Flexibility (engineering); Electricity; Renewable energy; Environmental economics; Spot market";"article";5;"Electricity market mechanisms designed to steer sustainable generation of electricity play an important role for the energy transition intended to mitigate climate change. One of the major problems is to complement volatile renewable energy sources by operationally flexible capacity reserves. In this paper, a proposal is given to determine prices on electricity markets taking into account the operational flexibility of power plants, such that the costs of long-term capacity reserves can be paid by short-term electricity spot markets. For this purpose, a measure of operational flexibility is introduced enabling to compute an inflexibility fee charging each individual power plant on a wholesale electricity spot market. The total sum of inflexibility fees is accumulated on the spot markets and then can be used to finance a capacity mechanism keeping the necessary reserves to warrant grid reliability. Here each reserve power plant then gets a reliable payment depending on its operational flexibility. The proposal is applied to an exemplary small grid, illustrating its main idea and also revealing the caveat that too high fees paradoxically could create incentives to employ highly flexible power plants on the spot market rather than to run them as backup capacity.";"Incluido"
"W2186050878";"10.1016/j.erss.2015.11.002";"Putting an energy system transformation into practice: The case of the German Energiewende";"Energy Research & Social Science";2015;"Eva Schmid; Brigitte Knopf; Anna Pechan";"DE";"Vision; German; Electricity; Electricity system; Energy transition; Economic system";"article";127;NA;"Incluido"
"W4386575418";"10.1016/j.eneco.2023.107011";"High renewable electricity penetration: Marginal curtailment and market failure under “subsidy-free” entry";"Energy Economics";2023;"David Newbery";"GB";"Renewable energy; Electricity; Economics; Subsidy; Electricity market; Natural resource economics";"article";47;"Ambitious plans to decarbonise electricity will require high levels of variable renewable electricity (VRE). At high VRE penetration, the surplus that cannot be exported must be curtailed (spilled). The last MW of wind capacity will be curtailed 3＋time more hours than the average, but even in efficiently designed markets, price signals for VRE investment are given by average, not marginal, curtailment, creating a “tragedy of the commons” that requires a corrective charge to restore efficiency. The paper sets out an analytical model calibrated to Ireland in 2026, showing the source of this distortion and estimates of its magnitude.";"Incluido"
"W4288520605";"10.1051/rees/2022009";"Heading towards democratic and sustainable electricity systems – the example of Austria";"Renewable Energy and Environmental Sustainability";2022;"Reinhard Haas; Hans Auer; Gustav Resch";"AT";"Electricity; Electricity market; Electricity retailing; Flexibility (engineering); Mains electricity; Renewable energy";"article";7;"In recent years rising quantities of electricity generated from new variable renewable energy sources (VRES) have influenced the structure of electricity markets in many countries. The major aim of this work is to investigate the conditions required to head towards a sustainable and more democratic electricity supply system by using even higher amounts of VRES for the example of Austria. The most important result of this investigation is that an approach based on market principles – including flexibility and the final customers – is favourable and will ensure that competition at the service level rather than capacity payments will be the basis for future market designs of the electricity system. The transformation towards a sustainable and more democratic as well as increasingly competitive future electricity supply system is likely to be based on different paradigms of “new thinking”. This means that the fundamental structures of the overall electricity system will change. It will be based on changing from the old inflexible one-way electricity delivery system to a very flexible one with a two or multi-way flow of electricity. Regarding the case study of the Austrian electricity system the major finding is that up to 2030 RES can contribute to electricity generation to the same extent as electricity demand is expected to be. This implies a growth to about 16 TWh Wind (in 2020: 7 TWh) and 12 TWh PV (in 2020: 1 TWh). However, to meet demand on an hourly base over the whole year even after having implemented additional storage capacities and several flexibility measures on the demand-side an amount of about 2 TWh electricity (compared to 10 TWh in 2019) has to be generated from different gas-based power plants (e.g. natural or biomass-based gases).";"Incluido"
"W237520661";NA;"Public Utility and the Low Carbon Future";NA;2014;"William Boyd";"US";"Economics; Public economics; Natural resource economics; Business; Political science";"article";18;"Substantial reductions in global power sector emissions will be needed by midcentury to avoid significant disruption of the climate system. Achieving these reductions will require greatly increased levels of financing, technological innovation, and policy reform. In the United States, the scale and complexity of the overall challenge have raised important questions regarding prevailing regulatory and business models, with much scrutiny directed at the traditional practice of public utility regulation. Recognizing the many valid criticisms leveled against public utility regulation and the important questions raised about the viability of traditional utility business models, particularly in the face of substantial growth in distributed energy resources, this Article argues that a revitalized and expanded notion of public utility has a critical role to play in efforts to decarbonize the power sector in the United States.\nIn making this argument, the Article looks back to an earlier, more expansive concept of public utility as articulated by Progressives, legal realists, and institutional economists in the early twentieth century. This earlier concept of public utility contains valuable insights for dealing with the current challenges of decarbonization. The Article shows how this broader concept of public utility was substantially diminished by a confluence of external challenges and a sustained intellectual assault mounted by economists and lawyers starting in the 1960s. The narrowed understanding of public utility that resulted, it is argued, has distorted our views regarding the role of markets and disruptive technologies in the sector. In fact, basic public utility principles continue to govern a significant amount of activity across the power sector, including in both wholesale and retail electricity markets. And there are important unrealized possibilities embedded within the public utility concept that hold considerable promise for reforming current regulatory and business models in the face of rapid technological change and growing decarbonization imperatives.\nSuch principles and possibilities are particularly important in ongoing efforts to increase renewable energy and finance large low-carbon generation projects. They also hold great promise for ongoing efforts to plan for and optimize the integration of increasingly large amounts of distributed energy resources such as rooftop solar, demand response, and energy storage. Indeed, when one looks at the overall scale, complexity, and sequencing of investments needed to decarbonize the power sector over the coming decades (however it comes to be organized), it is clear that the broad concept of public utility offers essential tools for planning and coordinating such investments over the long time horizons contemplated and for managing a system of increasing complexity. In all of these areas, a more expansive notion of public utility that draws from earlier understandings of the concept provides a normative foundation for efforts to govern a power system that is increasingly complex, participatory, and intelligent, and for managing the sustained, collective effort to channel investment and behavior in a manner necessary to realize a low-carbon future.";"Incluido"
"W4200571089";"10.1016/j.renene.2021.12.081";"Economic analysis of the early market of centralized photovoltaic parks in Sweden";"Renewable Energy";2021;"Johan Lindahl; David Lingfors; Åsa Elmqvist; Ingrid Mignon";"SE";"Photovoltaic system; Cost of electricity by source; Incentive; Electricity; Capital cost; Photovoltaics";"article";44;"Sweden are one of the countries that experience growing installation volumes of Solar photovoltaic. Traditionally, in Sweden, most of the solar photovoltaic investments and policy incentives have focused on distributed photovoltaic systems. Yet, despite limited policy incentives and pessimistic forecasts, an increasing number of centralized photovoltaic parks have been commissioned and plans for substantial new capacities are communicated. Hence, the current paper investigates why. Detailed information about the underlying costs of six PV parks commissioned in 2019 and 2020 in Sweden were obtained by in-depth interviews with stakeholders and were analysed through levelized cost of electricity calculations. We conclude that the unsubsidised levelized cost of electricity ranged from 27.37 to 49.39 €/MWh, with an average of 40.79 €/MWh. This is lower than what are assessed for photovoltaic parks in some recent Swedish electricity system scenario studies. The main reason for the discrepancy is identified to be the assumed interest rates in the system scenario studies and the actual cost of capital experienced in the market. Comparing the levelized cost of electricity values with the market value of solar photovoltaic electricity on the spot market show that four of the six studied parks would be profitable under a merchant business model with the last years spot prices. If the downward price trend continues, Sweden may face an unexpected expansion of photovoltaic parks.";"Incluido"
"W4399655663";"10.1016/j.isci.2024.110246";"Leveraging automotive fuel cells can supply zero-emission peak power in the near-term";"iScience";2024;"Emilia Chojkiewicz; Amol Phadke";"US";"Automotive industry; Fossil fuel; Zero emission; Software deployment; Profitability index; Environmental science";"article";3;"An increasingly decarbonized yet resilient power grid requires the corresponding build-out of dispatchable zero-emission resources to supply peak power. However, there is a recognized dearth of solutions which can serve multi-day peak demand events both cost-effectively and with near-term deployability. Here, we find that pairing low-cost automotive fuel cells with hydrogen storage in salt caverns can serve as a peaker plant at less than 500 US$/kW at present, a fraction of the cost of conventional fossil fuel-fired peakers. We demonstrate the peaker's value for long duration storage by comparing it with pumped hydro and assessing its profitability within Texas' energy-only market region. Although deployment of these peakers is constrained by the presence of salt caverns, we show that a number of sites in the United States and Europe are endowed with suitable salt formations, while utilizing hydrogen storage in pressurized containers could form a location-agnostic peak power solution.";"Incluido"
"W4400141407";"10.2172/2377334";"Grid Value and Cost of Utility-Scale Wind and Solar: &lt;em&gt;Potential Implications for Consumer Electricity Bills&lt;/em&gt; [Slides]";"Lawrence Berkeley National Laboratory";2024;"Ryan Wiser; Mark Bolinger; Dev Millstein; Joachim Seel";"US";"Grid; Electricity; Value (mathematics); Scale (ratio); Environmental economics; Grid parity";"report";1;"Wind and solar cost declines and wholesale power price fluctuations have once again brought the “hedge value” of renewable energy to front of mind. Meanwhile, recent research has found that cost savings are the most persuasive driver of broad support for renewable energy. Yet whether consumers directly benefit from the price hedge that wind and solar can provide depends on various factors, most notably the contractual and market structures under which these generators operate. Drawing upon a vast amount of plant-level empirical data, we quantify the net market value (“net value”) of wind and solar over time and explore various factors that determine the extent to which consumers can capture and benefit from that value. The focus is on elements that may directly impact consumer electricity bills.";"Incluido"
"W4283711520";"10.1002/wene.449";"The decarbonization transition and U.S. electricity markets: Impacts and innovations";"Wiley Interdisciplinary Reviews Energy and Environment";2022;"John P. Banks";"US";"Variable renewable energy; Renewable energy; Business; Industrial organization; Environmental economics; Electricity market";"article";10;"Abstract Several factors in recent years have converged in the U.S. to spur a focused effort on decarbonizing the electricity sector. First, in response to the threat of climate change, policy at all levels of governance is increasingly promoting and incentivizing the deployment of zero carbon solutions, especially variable renewable energy (VRE) sources such as utility‐scale wind and solar PV, as well as distributed energy resources (DERs) such as rooftop solar PV and battery energy storage systems. Second, the costs of these technologies have declined to result in major increases in their market penetration. Finally, in response to greater access to cheaper, clean technology solutions, customers have become more engaged and proactive in their energy choices, both as a way to lower energy costs and to be more environmentally responsible. These de‐carbonization dynamics are impacting electricity markets—those where competition has been introduced (restructured markets), as well as those where vertically integrated utilities maintain a monopoly (regulated markets). For example, increasing penetration of VRE has influenced wholesale market prices, and many of the organized wholesale markets have implemented initiatives to add greater flexibility in their market operations to accommodate larger amounts of VRE. In regulated markets, policy makers and regulators in many states are assessing a variety of changes in the existing regulatory framework to adapt to more DERs. This overview identifies the impacts of more VREs and DERs on each market structure, and describes key adaptations and changes in each market to accommodate these de‐carbonization trends. This article is categorized under: Climate and Environment &gt; Net Zero Planning and Decarbonization Energy and Power Systems &gt; Energy Infrastructure Policy and Economics &gt; Energy Transitions";"Incluido"
"W2963792989";"10.17863/cam.42414";"A Unit Commitment and Economic Dispatch Model of the GB Electricity Market – Formulation and Application to Hydro Pumped Storage";"RePEc: Research Papers in Economics";2019;"C-K. Chyong; David Newbery; T. A. McCarty";NA;"Arbitrage; Revenue; Electricity market; Business; Electricity; Microeconomics";"preprint";5;"We present a well calibrated unit commitment and economic dispatch model of the GB electricity market and applied it to the economic analysis of the four existing hydro pumped storage (PS) stations in GB. We found that with more wind on the system PS arbitrage revenue increases: with every percentage point (p.p) increase in wind capacity the total PS arbitrage profit increases by 0.21 p.p.. However, under a range of wind capacity, the PS’ modelled revenue from price arbitrage is not enough to cover their ongoing fixed costs. Analysing the 2015-18 GB balancing and ancillary services data suggests that PS stations were not active in managing transmission constraints and in fact about 60% of constraint payments went to gas-fired units. However, the PS stations are active in provision of ancillary services such as fast reserve, response and other reserve services with a combined market share of at least 30% in 2018. Stacking up the modelled revenue from price arbitrage with the 2018 balancing and ancillary services revenues against the ongoing fixed costs suggests that the four existing PS stations are profitable. Most of the revenue comes from balancing and ancillary services markets – about 75% – whereas only 25% comes from price arbitrage. However, the revenues will not be enough to cover capex and opex of a new 600 MW PS station. The gap in financing will have to come from balancing and ancillary services market opportunities and less so from purely price arbitrage. Finally, we found that the marginal contribution of most of the existing PS stations to gas and coal plant profitability is negative, while from the system point of view, PS stations do contribute to minimizing the total operating cost.";"Incluido"
"W2338352461";"10.1093/oxrep/grw003";"Electricity in Europe: exiting fossil fuels?";"Oxford Review of Economic Policy";2016;"Richard Green; Iain Staffell";"US; PK";"Electricity; Economics; Fossil fuel; Natural resource economics; Physics; Engineering";"article";72;"There are many options for generating electricity with low carbon emissions, and the electrification of heat and transport can decarbonize energy use across the economy. This places the power sector at the forefront of any move away from fossil fuels, even though fossil-fuelled generators are more dependable and flexible than nuclear reactors or intermittent renewables, and vital for the second-by-second balancing of supply and demand. Renewables tend to supplement, rather than replace, fossil capacity, although output from fossil-fuelled stations will fall and some will have to retire to avoid depressing wholesale power prices. At times of low demand and high renewable output prices can turn negative, but electricity storage, long-distance interconnection, and flexible demand may develop to absorb any excess generation. Simulations for Great Britain show that while coal may be eliminated from the mix within a decade, natural gas has a long-term role in stations with or without carbon capture and storage, depending on its cost and the price of carbon.";"Incluido"
"W3164560063";"10.17863/cam.69993";"Strategic Reserves Versus Market-Wide Capacity Mechanisms";"RePEc: Research Papers in Economics";2021;"Pär Holmberg; Thomas Tangerås";NA;"Electricity market; Electricity; Business; Investment (military); Economic shortage; Natural resource economics";"preprint";1;"Many electricity markets use capacity mechanisms to support generation owners. Capacity payments can mitigate imperfections associated with “missing money” in the spot market and solve transitory capacity shortages caused by investment cycles, regulatory changes, or technology shifts. We discuss capacity mechanisms used in different electricity markets around the world. We argue that strategic reserves, if correctly designed, are likely to be more efficient than market-wide capacity mechanisms. This is especially so in electricity markets that rely on substantial amounts of intermittent generation, hydro power, and energy storage whose available capacity varies with circumstances and is difficult to estimate.";"Incluido"
"W2738129727";"10.22606/ijper.2017.12001";"Promoting Nuclear Energy: Market Pricing or Regulated Tariffs?";"International Journal of Power and Energy Research";2017;"Jacques Percebois";"FR";"Business; Economics; Industrial organization";"article";1;"In Europe, the ability for nuclear power to compete in the energy market is undermined by two interconnected issues: a scheme of guaranteed purchase prices for renewable energy sources (wind and solar) and very low spot market prices. A feed-in tariffs system increases costs to end-users and moreover prompts decreases in the electricity price on the wholesale market. Low spot electricity prices jeopardize conventional power investments, particularly in nuclear energy. Consequently, to redress the balance between nuclear and renewable energy, it is necessary to cut subsidies for renewables and/or to help the nuclear sector through an arrangement, such as ""Contract for Differences"", employed in the United Kingdom. Such a mechanism may guarantee profitability of nuclear investments in the future. This paper presents, in the introduction [1], the specificity of the French electricity sector; it analyses in a second step some ""perverse effects"" due to the ""feed-in tariffs"" mechanism implemented in the European Union, particularly in France because of the system of regulated prices for the end-user [2] and presents then some suggested solutions for restoring the competitiveness of nuclear energy, which is an important goal for France";"Incluido"
"W3044820208";"10.1088/2516-1083/ab9894";"Energy storage in long-term system models: a review of considerations, best practices, and research needs";"Progress in Energy";2020;"John Bistline; Wesley Cole; Giovanni Damato; Joseph F. DeCarolis; Will Frazier; Vikram Linga; Cara Marcy; Chris Namovicz; Kara Podkaminer; Ryan Sims; Manussawee Sukunta; David Young";"US";"Software deployment; Energy storage; Renewable energy; Computer science; Risk analysis (engineering); Scale (ratio)";"article";69;"Abstract Technological change and policy support have heightened expectations for the role of energy storage in power systems, creating a need to enhance representations of energy storage in long-term models to inform decision-making. Energy storage technologies have complex and diverse cost, value, and performance characteristics that make them challenging to model, but there is limited guidance about best practices and research gaps for energy storage analysis. This paper reviews the literature and draws upon our collective experience to provide recommendations to analysts on approaches for representing energy storage in long-term electric sector models, navigating tradeoffs in model development, and identifying research gaps for existing tools and data. The review focuses on national-scale models with technological, temporal, and regional detail given their prevalence in planning and policy, though many insights are transferable to other modeling contexts. It also offers guidance to consumers of model outputs on proper use and interpretation based on model strengths and limitations. In particular, this review demonstrates the importance of capturing how the values of energy storage and other resources change as the system composition changes (e.g. with different levels of storage, renewables deployment, and emissions outcomes). These considerations require model detail like high spatiotemporal resolutions and endogenous investments that global integrated assessment models and price-taker frameworks do not typically resolve. Research gaps include linking tools of different resolutions, developing reduced-form representations of value streams, incorporating hybrid energy storage and renewable systems, and representing longer-duration energy storage technologies.";"Incluido"
"W3216014828";"10.5445/ir/1000140411";"On the Role of Risk Aversion and Market Design in Capacity Expansion Planning";"Repository KITopen (Karlsruhe Institute of Technology)";2021;"Christoph Fraunholz; Kim K. Miskiw; Emil Kraft; Wolf Fïchtner; Christoph S. Weber";NA;"Risk aversion (psychology); Electricity market; Profitability index; Microeconomics; Economics; Interdependence";"book";2;"Investment decisions in competitive power markets are based upon thorough profitability assessments. Thereby, investors typically show a high degree of risk aversion, which is the main argument for capacity mechanisms being implemented around the world. In order to investigate the interdependencies between investors' risk aversion and market design, we extend the agent-based electricity market model PowerACE to account for long-term uncertainties. This allows us to model capacity expansion planning from an agent perspective and with different risk preferences. The enhanced model is then applied in a multi-country case study of the European electricity market. Our results show that assuming risk-averse rather than risk-neutral investors leads to slightly reduced investments in dispatchable capacity, higher wholesale electricity prices, and reduced levels of resource adequacy. These effects are more pronounced in an energy-only market than under a capacity mechanism. Moreover, uncoordinated changes in market design may also lead to negative crossborder effects.";"Incluido"
"W4403546306";"10.1177/01956574241287500";"Efficient Frontiers for Short-term Sales of Spot and Forward Wind Energy in Texas";"The Energy Journal";2024;"Kang Cao; Han Qi; C.K. Woo; Jay Zarnikau; Raymond Li";"HK; CN; US; AU";"Wind power; Spot contract; Economics; Revenue; Forward contract; Portfolio";"article";3;"Texas’s windfarm construction continues unabated, despite wind energy’s cannibalization effect on wind generation’s investment incentive and the rising popularity of short-term wind power purchase agreements (PPAs). Using ERCOT’s monthly data for Jan-2011 to Dec-2021, we develop spot energy price forecasts by time of day (TOD) and their standard deviations to derive the efficient frontiers (EFs) for spot and forward energy sales of a risk-averse windfarm developer under a short-term wind PPA of not more than ten years. These EFs reveal a windfarm’s operating revenue forecast tends to increase with the PPA’s forward energy prices. Further, the windfarm’s revenue risk and forecast move in tandem, akin to the risk-return relationship rooted in Markowitz’s portfolio theory. Hence, the developer tends to sell one hundred percent (&lt;100%) of the windfarm’s energy output at forward energy prices that are above (below) spot energy price forecasts by TOD for recovering wind generation’s levelized cost of energy. JEL Classification: Q41, Q42, Q47, Q48";"Incluido"
